institution_name,inst_type_name,institution_city,state_abbv,active_ind,display_order
The President and Trustees of the Spring Hill College of the County of Mobile,University,Mobile,AL,Y,1390
The Principia,University,Elsah,IL,Y,1391
The Principia,Alumni Association,St Louis,MO,Y,1392
The Principia,University,St Louis,MO,Y,1393
The Principia,University,St. Louis,MO,Y,1394
The Queens College Foundation,Foundation,Flushing,NY,Y,1395
The Regents of the University of Colorado ,University,Colorado Springs,CO,Y,1396
The Regents of the University of Colorado on behalf of the University of Colorado at Denver and Health Sciences Center ,University,Denver,CO,Y,1397
"The Regents of the University of Colorado, a Body Corporate",University,Denver,CO,Y,1398
"The Regents of the University of Colorado, a Body Corporate",University,Boulder,CO,Y,1399
The School of Visual Arts,Alumni Association,New York,NY,Y,1400
The State University of West Georgia Foundation Inc,Foundation,Carrollton,GA,Y,1401
The Trustees of Columbia University,University,New York,NY,Y,1402
The Trustees of Columbia University in the City of New York,University,New York,NY,Y,1403
The Trustees of Dartmouth College,University,Hanover,NH,Y,1404
The Trustees of Princeton University,University,Princeton,NJ,Y,1405
"The United States Naval Academy Alumni Association, Inc.",Alumni Association,Annapolis,MD,Y,1406
"The University Corporation, San Francisco State",University,San Francisco,CA,Y,1407
The University of Arizona Alumni Association,Alumni Association,Tucson,AZ,Y,1408
"The University of California, San Francisco Alumni Association",Alumni Association,San Francisco,CA,Y,1409
The University of Chicago,University,Chicago,IL,Y,1410
The University of Georgia Foundation,Foundation,Athens,GA,Y,1411
The University of South Alabama National Alumni Association,Alumni Association,Mobile,AL,Y,1412
The University of Vermont Foundation,University,Burlington,VT,Y,1413
The University of Vermont Foundation,"Alumni Association, University",Burlington,VT,Y,1414
The University of West Georgia Foundation,Alumni Association,Carrollton,GA,Y,1415
"The VMI Alumni Association, Inc.",Alumni Association,Lexington,VA,Y,1416
The Wildlife Society,Other,Bethesda,MD,Y,1417
The William and Mary Alumni Association,Alumni Association,Williamsburg,VA,Y,1418
Theta Tau,Other,Austin,TX,Y,1419
Theta Xi Fraternity,Other,St. Louis,MO,Y,1420
Thiel College,University,Greenville,PA,Y,1421
Thomas M Cooley Law School,University,Lansing,MI,Y,1422
Thomas M. Cooley Law School,University,Lansing,MI,Y,1423
Thunderbird School of Global Management,University,Glendale,AZ,Y,1424
Thunderbird The American Graduate School of International Management,University,Glendale,AZ,Y,1425
"Thunderbird, The American Graduate School of International Management",University,Glendale,AZ,Y,1426
Towson University Foundation Inc,Foundation,Towson,MD,Y,1427
"Towson University Foundation, Inc.",Foundation,Towson,MD,Y,1428
Triangle,Other,Indianapolis,IN,Y,1429
Trinity College,University,Hartford,CT,Y,1430
Trinity University,University,San Antonio,TX,Y,1431
Troy State University,University,Troy,AL,Y,1432
Troy State University,Foundation,Troy,AL,Y,1433
Troy University Alumni Association,Alumni Association,Troy,AL,Y,1434
Troy University Foundation ,Foundation,Troy ,AL,Y,1435
Trustees of Boston College,University,Boston,MA,Y,1436
Trustees of Boston University,University,Boston,MA,Y,1437
Trustees of Columbia University in the City of New York,University,New York,NY,Y,1438
Trustees of Dartmouth College,University,Hanover,NH,Y,1439
Trustees of Princeton University,University,Princeton,NJ,Y,1440
Trustees of the College of the Holy Cross,Alumni Association,Worcester,MA,Y,1441
Trustees of the University of Pennsylvania,University,Philadelphia,PA,Y,1442
Tufts University,University,Medford,MA,Y,1443
Tuskegee University,University,Tuskegee,AL,Y,1444
U.S. Coast Guard Academy Alumni Association,Alumni Association,New London,CT,Y,1445
"U.S. Coast Guard Academy Alumni Association, Inc.",Alumni Association,New London,CT,Y,1446
U.S. Merchant Marine Academy Alumni Association,Alumni Association,Kings Point,NY,Y,1447
U.S. Merchant Marine Academy Alumni Foundation,Alumni Association,Kings Point,NY,Y,1448
UB Alumni Association Inc,Alumni Association,Buffalo,NY,Y,1449
"UB Alumni Association,  Inc.",Alumni Association,Buffalo,NY,Y,1450
"UB Alumni Association, Inc.",Alumni Association,Buffalo,NY,Y,1451
UB Alumni AssociationInc,Alumni Association,Buffalo,NY,Y,1452
UC Santa Barbara Alumni Association,Alumni Association,Santa Barbara,CA,Y,1453
UCLA Alumni Association,Alumni Association,Los Angeles,CA,Y,1454
UCSD Alumni Association,Alumni Association,La Jolla,CA,Y,1455
UMass-Dartmouth,Alumni Association,Dartmouth,MA,Y,1456
UMass-Lowell,University,Lowell,MA,Y,1457
UMKC Alumni Association,Alumni Association,Kansas City,MO,Y,1458
UMKC Bloch School of Business,Alumni Association,Kansas City,MO,Y,1459
UMKC Bloch School of Business,University,Kansas City,MO,Y,1460
UMKC College of Arts and Sciences,Alumni Association,Kansas City,MO,Y,1461
UMKC College of Arts and Sciences,University,Kansas City,MO,Y,1462
UMKC Conservatory of Music and Dance,Alumni Association,Kansas City,MO,Y,1463
UMKC Conservatory of Music and Dance,University,Kansas City,MO,Y,1464
UMKC School of Biological Sciences,Alumni Association,Kansas City,MO,Y,1465
UMKC School of Biological Sciences,University,Kansas City,MO,Y,1466
UMKC School of Computing and Engineering,Alumni Association,Kansas City,MO,Y,1467
UMKC School of Computing and Engineering,University,Kansas City,MO,Y,1468
UMKC School of Dentistry,Alumni Association,Kansas City,MO,Y,1469
UMKC School of Dentistry,University,Kansas City,MO,Y,1470
UMKC School of Education,Alumni Association,Kansas City,MO,Y,1471
UMKC School of Education,University,Kansas City,MO,Y,1472
UMKC School of Graduate Studies,Alumni Association,Kansas City,MO,Y,1473
UMKC School of Graduate Studies,University,Kansas City,MO,Y,1474
UMKC School of Law,Alumni Association,Kansas City,MO,Y,1475
UMKC School of Law,University,Kansas City,MO,Y,1476
UMKC School of Medicine,Alumni Association,Kansas City,MO,Y,1477
UMKC School of Medicine,University,Kansas City,MO,Y,1478
UMKC School of Nursing,Alumni Association,Kansas City,MO,Y,1479
UMKC School of Nursing,University,Kansas City,MO,Y,1480
UMKC School of Pharmacy,Alumni Association,Kansas City,MO,Y,1481
UMKC School of Pharmacy,University,Kansas City,MO,Y,1482
Union College,University,Schenectady,NY,Y,1483
Union College,University,Barbourville,KY,Y,1484
Union College NY,University,Schenectady,NY,Y,1485
United States Air Force Academy Athletic Association,Other,USAFA,CO,Y,1486
"United States Coast Guard Academy Alumni Association, Inc.",Alumni Association,New London,CT,Y,1487
United States Coast Guard Academy Alumni AssociationInc,Alumni Association,New London,CT,Y,1488
United States Merchant Marine Academy,University,Kings Point,NY,Y,1489
"United States Naval Academy Alumni Association, Inc.",Alumni Association,Annapolis,MD,Y,1490
"United States Naval Academy Alumni Association, Inc. and Naval Academy Athletic Association",Alumni Association,Annapolis,MD,Y,1492
Universidad Carlos Albizu,University,San Juan,PR,Y,1493
Universidad Central del Caribe,University,Bayamón,PR,Y,1494
Universidad de Puerto Rico,University,San Juan,PR,Y,1495
Universidad del Turabo,University,San Juan,PR,Y,1496
Universidad del Turabo,University,Gurabo,PR,Y,1497
Universidad Interamericana de Puerto Rico,University,San Juan,PR,Y,1498
Universidad Politécnica,University,San Juan,PR,Y,1499
Universidad Politécnica de Puerto Rico,University,San Juan,PR,Y,1500
Universidad Sagrado Corazón,University,San Juan,PR,Y,1501
"University Corporation, San Francisco State",University,San Francisco,CA,Y,1502
University Louisiana Lafayette,Alumni Association,Lafayette,LA,Y,1503
University Louisiana Lafayette Alumni Association,Alumni Association,Lafayette,LA,Y,1504
University of Alabama at Birmingham National Alumni Society,Alumni Association,Birmingham,AL,Y,1505
University of Alabama Birmingham,Alumni Association,Birmingham,AL,Y,1506
University of Alabama Huntsville Alumni Association,Alumni Association,Huntsville,AL,Y,1507
University of Alaska Fairbanks Alumni Association,Alumni Association,Fairbanks,AK,Y,1508
University of Arizona Alumni Association,Alumni Association,Tucson,AZ,Y,1509
University of Arkansas at Little Rock School of Law,University,Little Rock,AR,Y,1510
University of Arkansas Pine Bluff Alumni Association,Alumni Association,Pine Bluff,AR,Y,1511
University of Baltimore Alumni Association,Alumni Association,Baltimore,MD,Y,1512
University of Bridgeport,University,Bridgeport,CT,Y,1513
University of California at Los Angeles-Medical Alumni Association,Alumni Association,Los Angeles,CA,Y,1514
University of California at Santa Barbara Alumni Association,Alumni Association,Santa Barbara,CA,Y,1515
University of California Irvine Alumni Association,Alumni Association,Irvine,CA,Y,1516
University of California Riverside Alumni Association,Alumni Association,Riverside,CA,Y,1517
University of California San Francisco,Alumni Association,San Francisco,CA,Y,1518
University of California Santa Cruz Alumni Association,Alumni Association,Santa Cruz,CA,Y,1519
"University of California, San Diego Alumni Association",Alumni Association,San Diego,CA,Y,1520
"University of California, San Diego, Alumni Association",Alumni Association,La Jolla,CA,Y,1521
"University of California, San Francisco, Alumni Association",Alumni Association,San Francisco,CA,Y,1522
University of California-Irvine Alumni Association,Alumni Association,Irvine,CA,Y,1523
University of California-Riverside Alumni Association,Alumni Association,Riverside,CA,Y,1524
University of California-Santa Cruz Alumni Association,Alumni Association,Santa Cruz,CA,Y,1525
University of Central Arkansas Alumni Association,Alumni Association,Conway ,AR,Y,1526
University of Central Arkansas Alumni Association,Alumni Association,Conway,AR,Y,1527
University of Central Florida Alumni Association,Alumni Association,Orlando,FL,Y,1528
University of Central Oklahoma,University,Edmond,OK,Y,1529
University of Central Oklahoma Alumni Association,Alumni Association,Edmond,OK,Y,1530
University of Chicago,University,Chicago,IL,Y,1531
University of Cincinnati,University,Cincinnati,OH,Y,1532
University of CO (CO Springs),Alumni Association,Colorado Springs,CO,Y,1533
University of Colorado ,University,Boulder,CO,Y,1534
University of Colorado at Boulder,University,Boulder,CO,Y,1535
University of Colorado at Colorado Springs Alumni Association,Alumni Association,Colorado Springs,CO,Y,1536
University of Colorado Boulder Alumni Association,Alumni Association,Boulder,CO,Y,1537
University of Colorado Foundation,Foundation,Boulder,CO,Y,1538
University of Connecticut Alumni AssociationInc,Alumni Association,Storrs,CT,Y,1539
University of Connecticut Alumni AssociationInc.,Alumni Association,Storrs,CT,Y,1540
University of Dallas,University,Irving,TX,Y,1541
University of Dayton,University,Dayton,OH,Y,1542
University of Delaware Alumni Association,Alumni Association,Newark,DE,Y,1543
University of Denver,Alumni Association,Denver,CO,Y,1544
University of Denver Alumni Association,Alumni Association,Denver,CO,Y,1545
University of Denver and the Denver Alumni Association,"Alumni Association, University",Denver,CO,Y,1546
University of Dubuque,University,Dubuque,IA,Y,1547
University of Evansville,University,Evansville,IN,Y,1548
University of Florida,"Alumni Association, University",Gainesvile,FL,Y,1549
University of Florida,Alumni Association,Gainesville,FL,Y,1550
"University of Florida Alumni Assicuatuibm Inc., University of Florida Foundation, Inc. and The University Athletic Association, Inc. ","Alumni Association, Foundation, Other",Gainesville,FL,Y,1551
"University of Florida Alumni Association, Inc. and The University Athletic Association, Inc.","Alumni Association, Other",Gainesville,FL,Y,1552
"University of Florida Alumni Association, Inc., and the University Athletic Association, Inc. ","Alumni Association, Other",Gainesville,FL,Y,1553
"University of Florida Alumni Association, Inc., University of Florida Foundation, Inc. and The University Athletic Association, Inc.","Alumni Association, Foundation, Other",Gainesville,FL,Y,1554
University of Hartford,Alumni Association,West Hartford,MA,Y,1555
University of Hartford Alumni Association,Alumni Association,West Hartford,CT,Y,1556
University of Hartford Alumni Association,Alumni Association,West Hartford,MA,Y,1557
University of Hawaii at Manoa,University,Honolulu,HI,Y,1558
University of Houston Alumni Association,Alumni Association,Houston,TX,Y,1559
University of Houston-Clear Lake,University,Houston,TX,Y,1560
University of Idaho,Alumni Association,Moscow,ID,Y,1561
University of Idaho Alumni Association,Alumni Association,Moscow,ID,Y,1562
University of Illinois Alumni Association,Alumni Association,Urbana,IL,Y,1563
University of Kentucky,University,Lexington,KY,Y,1564
University of Kentucky Alumni Association,Alumni Association,Lexington,KY,Y,1565
University of La Verne,University,La Verne,CA,Y,1566
University of Louisiana at Lafayette Alumni Association,Alumni Association,Lafayette,LA,Y,1567
University of Louisiana at Monroe Alumni Association,Alumni Association,Monroe,LA,Y,1568
University of Louisiana Monroe Alumni Association,Alumni Association,Monroe,LA,Y,1569
University of Louisville,University,Louisville,KY,Y,1570
University of Maine Alumni Association,Alumni Association,Orono,ME,Y,1571
University of Maine Alumni Association (UMAA),Alumni Association,Orono,ME,Y,1572
University of Maine General Alumni Association,Alumni Association,Orono,ME,Y,1573
University of Mary Washington Alumni Association and University of Mary Washington Foundation,"Alumni Association, Foundation",Fredericksburg,VA,Y,1574
University of Mary Washington Alumni Association and University of Mary Washington Foundation ,"Alumni Association, Foundation",Fredricksburg,VA,Y,1576
University of Mary Washington Alumni Association and University of Mary Washington Foundation ,Alumni Association,Fredricksburg,VA,Y,1577
University of Mary Washington Alumni Associationand University of Mary Washington Foundation ,Alumni Association,Fredricksburg,VA,Y,1578
University of Maryland Alumni Association,Alumni Association,College Park,MD,Y,1579
University of Maryland Alumni Association ,Alumni Association,College Park ,MD,Y,1580
"UNIVERSITY OF MARYLAND ALUMNI ASSOCIATION, INC. and M CLUB FOUNDATION, UNIVERISTY OF MARYLAND, INC.","Alumni Association, Foundation",College Park,MD,Y,1581
"University of Maryland Alumni Association, Inc. and M Club Foundation, University of Maryland, Inc.","Alumni Association, Foundation",College Park,MD,Y,1582
"University of Maryland Alumni Association, Inc., and M Club Foundation, University of Maryland, Inc.  ","Alumni Association, Foundation",College Park,MD,Y,1583
"University of Maryland Eastern Shore National Alumni Association, Inc.",Alumni Association,Princess Anne,MD,Y,1584
University of Maryland School of Law,University,Baltimore,MD,Y,1585
University of Maryland University College Alumni Association,Alumni Association,College Park,MD,Y,1586
University of Massachusetts Amherst Alumni Association,Alumni Association,Amherst,MA,Y,1587
"University of Massachusetts Amherst Alumni Association, Inc.",Alumni Association,Amherst,MA,Y,1588
University of Massachusetts Amherst Alumni AssociationInc,Alumni Association,Amherst,MA,Y,1589
University of Massachusetts Boston,University,Boston,MA,Y,1590
University of Massachusetts Lowell ,University,Lowell,MA,Y,1592
University of Massachusetts-Boston,University,Boston,MA,Y,1593
University of Massachusetts-Dartmouth Alumni Association,Alumni Association,North Dartmouth,MA,Y,1594
University of Medicine and Dentistry of New Jersey and Robert Wood Johnson Medical School Alumni Association,"Alumni Association, University",Piscataway,NJ,Y,1595
University of Memphis,University,Memphis,TN,Y,1596
University of Miami,University,Coral Gables,FL,Y,1597
University of Minnesota,Alumni Association,Minneapolis,MN,Y,1598
University of Minnesota Alumni Association,Alumni Association,Minneapolis,MN,Y,1599
University of Mississippi Alumni Association,Alumni Association,Oxford,MS,Y,1600
University of Mississippi Foundation,Foundation,Oxford,MS,Y,1601
University of Mississippi Foundation ,Foundation,University,MS,Y,1602
University of Mississippi Foundation ,Foundation,Oxford,MS,Y,1603
University of Missouri - Rolla,Alumni Association,Rolla,MO,Y,1604
University of Missouri Alumni Association,Alumni Association,Columbia,MO,Y,1605
University of Missouri Saint Louis Alumni Association,Alumni Association,Saint Louis,MO,Y,1606
University of Missouri St Louis Alumni Association,Alumni Association,St. Louis,MO,Y,1607
University of Missouri-St. Louis Alumni Association,Alumni Association,St. Louis,MO,Y,1608
University of MN - Moorhead,Alumni Association,Moorhead,MN,Y,1609
University of MO – STL,Alumni Association,St Louis,MO,Y,1610
University of Montana,Alumni Association,Missoula,MT,Y,1611
University of Montana Alumni Association,Alumni Association,Missoula,MT,Y,1612
University of Montevallo Alumni Association,Alumni Association,Montevallo,AL,Y,1613
University of Nebraska at Kearney Alumni Association,Alumni Association,Kearney,NE,Y,1614
University of Nebraska at Omaha Alumni Association,Alumni Association,Omaha,NE,Y,1615
University of Nebraska College of Medicine Alumni Association,Alumni Association,Omaha,NE,Y,1616
University of Nebraska Omaha Alumni Association,Alumni Association,Omaha,NE,Y,1617
University of Nebraska-Lincoln,Alumni Association,Lincoln,NE,Y,1618
University of Nevada Las Vegas Alumni Association,Alumni Association,Las Vegas,NV,Y,1619
"University of Nevada Las Vegas Alumni Association, Inc.",Alumni Association,Las Vegas,NV,Y,1620
University of Nevada Reno Foundation,Foundation,Reno,NV,Y,1621
University of New England,University,Biddeford,ME,Y,1622
University of New England Osteopathic Medicine,University,Biddeford,ME,Y,1623
University of New Hampshire Alumni Association,Alumni Association,Durham,NH,Y,1624
University of New Haven,University,West Haven,CT,Y,1625
University of New Mexico,University,Albuquerque,NM,Y,1626
University of New Mexico Alumni Association,Alumni Association,Albuquerque,NM,Y,1627
University of New Orleans International Alumni Association,Alumni Association,New Orleans,LA,Y,1628
University of New Orleans National Alumni Association,Alumni Association,New Orleans,LA,Y,1629
University of North Alabama,Alumni Association,Florence,AL,Y,1630
University of North Alabama Alumni Association,Alumni Association,Florence,AL,Y,1631
University of North Alabama National Alumni Association,Alumni Association,Florence,AL,Y,1632
"University of North Carolina at Asheville Foundation, Inc.",Foundation,Asheville,NC,Y,1633
University of North Carolina at Pembroke,University,Pembroke,NC,Y,1634
University of North Carolina Greensboro Alumni Association,Alumni Association,Greensboro,NC,Y,1635
University of North Carolina-Pembroke,University,Pembroke,NC,Y,1636
University of North Dakota,Alumni Association,Grand Forks,ND,Y,1637
University of North Dakota Alumni Association ,Alumni Association,Grand Forks,ND,Y,1639
University of North FL,Alumni Association,Jacksonville,FL,Y,1640
University of North Florida Alumni Association,Alumni Association,Jacksonville,FL,Y,1641
"University of North Florida Foundation, Inc.",Foundation,Jacksonville,FL,Y,1642
University of North Texas Alumni Association,Alumni Association,Denton,TX,Y,1643
University of Northern Colorado Alumni Association,Alumni Association,Greeley,CO,Y,1644
University of Northern Iowa Alumni Association,Alumni Association,Cedar Falls,IA,Y,1645
"University of Notre Dam du Lac and Play by Play Sports, LLC d/b/a Notre Dame Sports Properties","University, Other",Notre Dame,IN,Y,1646
University of Notre Dame,University,Notre Dame,IN,Y,1647
University of Notre Dame du Lac,University,Notre Dame,IN,Y,1648
University of Oklahoma,University,Norman,OK,Y,1649
"University of Oregon Alumni Association, Inc.  ",Alumni Association,Eugene,OR,Y,1652
University of Phoenix Alumni Association,Alumni Association,Phoenix,AZ,Y,1653
University of Phoenix Alumni Network,Alumni Association,Phoenix,AZ,Y,1654
University of Pittsburgh of the Commonwealth System of Higher Education,University,Pittsburgh,PA,Y,1655
University of Portland,University,Portland,OR,Y,1656
University of Puerto Rico,University,San Juan,PR,Y,1657
University of Redlands,University,Redlands,CA,Y,1658
University of Rhode Island Alumni Association,Alumni Association,Kingston,RI,Y,1659
University of Richmond,University,Richmond,VA,Y,1660
University of San Diego Alumni Association,Alumni Association,San Diego,CA,Y,1661
University of San Francisco,University,San Francisco,CA,Y,1662
University of Scranton ,University,Scranton,PA,Y,1663
University of Scranton Alumni Society,Alumni Association,Scranton,PA,Y,1664
University of SE Louisiana,Alumni Association,Hammond,LA,Y,1665
University of South Alabama,Alumni Association,Mobile,AL,Y,1666
University of South Alabama National Alumni Association,Alumni Association,Mobile,AL,Y,1667
University of South Carolina Alumni Association,Alumni Association,Columbia,SC,Y,1668
University of South Dakota Alumni Association,Foundation,Vermillion,SD,Y,1669
University Of South Florida,Alumni Association,Tampa,FL,Y,1670
University of South Florida,University,Tampa,FL,Y,1671
University of South Florida Alumni Association,Alumni Association,Tampa,FL,Y,1672
"University of South Florida Alumni Association, Inc.",Alumni Association,Tampa,FL,Y,1673
University of South Florida Alumni AssociationInc,Alumni Association,Tampa,FL,Y,1674
University of Southern California,University,Los Angeles,CA,Y,1675
University of Southern California,Alumni Association,Los Angeles,CA,Y,1676
University of Southern California Alumni Association,Alumni Association,Los Angeles,CA,Y,1677
University of Southern Indiana Alumni Association,Alumni Association,Evansville,IN,Y,1678
University of Southern Maine,University,Portland,ME,Y,1679
University of Southern Maine Foundation,Foundation,Portland,ME,Y,1680
University of Southern Maine Foundation (USM),Foundation,Portland,ME,Y,1681
University of Southern Mississippi Alumni Association,Alumni Association,Hattiesburg,MS,Y,1682
University of Southern Mississippi Alumni Association Inc,Alumni Association,Hattiesburg,MS,Y,1683
University of Southern Mississippi Alumni AssociationInc,Alumni Association,Hattiesburg,MS,Y,1684
University of St Thomas,University,Houston,TX,Y,1685
University of St. Francis,University,Joliet,IL,Y,1686
University of Tampa National Alumni Association,Alumni Association,Tampa,FL,Y,1688
University of Tennessee,University,Knoxville,TN,Y,1689
University of Texas at Arlington,University,Arlington,TX,Y,1690
University of Texas at Arlington Alumni Association,Alumni Association,Arlington,TX,Y,1691
University of Texas at Dallas,Alumni Association,Richardson,TX,Y,1692
University of Texas at Dallas Alumni Association,Alumni Association,Dallas,TX,Y,1693
University of Texas at Dallas Alumni Association,Alumni Association,Richardson,TX,Y,1694
University of Texas at El Paso Alumni Association,Alumni Association,El Paso,TX,Y,1695
University of Texas at San Antonio Alumni Association,Alumni Association,San Antonio,TX,Y,1696
University of Texas at Tyler Alumni Association,Alumni Association,Tyler,TX,Y,1697
University of Texas at Tyler Foundation,University,Tyler,TX,Y,1698
University of Texas Dental Branch Alumni Association,Alumni Association,Houston,TX,Y,1699
University of Texas Medical School Houston Alumni Association,Alumni Association,Houston ,TX,Y,1700
"University of Texas Pan American Alumni Association, Inc.",Alumni Association,Edinburg,TX,Y,1702
University of Texas Pan American Alumni AssociationInc,Alumni Association,Edinburg,TX,Y,1703
University of Texas San Antonio Alumni Association,Alumni Association,San Antonio,TX,Y,1704
University of Texas Tyler Foundation,Foundation,Tyler,TX,Y,1705
University of the Arts,University,Philadelphia,PA,Y,1706
University of the Incarnate Word,University,San Antonio,TX,Y,1707
University of the Pacific,University,Stockton,CA,Y,1708
University of the Sciences in Philadelphia,University,Philadelphia,PA,Y,1709
"University of Toledo Alumni Association, Inc.",Alumni Association,Toledo,OH,Y,1711
University of Toledo Alumni AssociationInc,Alumni Association,Toledo,OH,Y,1712
University of Tulsa,University,Tulsa,OK,Y,1713
University of Tulsa,Alumni Association,Tulsa,OK,Y,1714
University of Tulsa Alumni Association,Alumni Association,Tulsa,OK,Y,1715
University of Utah,University,Salt Lake City,UT,Y,1716
University of Utah,"University, Other",Salt Lake City,UT,Y,1717
University of Utah Alumni Association,Alumni Association,Salt Lake City,UT,Y,1718
University of Utah Alumni Association,Alumni Association,West Jordan,UT,Y,1719
University of Utah Alumni Association Association,Alumni Association,Salt Lake City,UT,Y,1720
University of Utah and CBS Collegiate Sports Properties Inc. ,"University, Other",Salt Lake City,UT,Y,1721
University of Utah and OUTFRONT MEDIA SPORTS INC.,"University, Other",Salt Lake City,UT,Y,1722
"University of Utah and UTES SPORTS PROPERTIES, LLC","University, Other",Salt Lake City,UT,Y,1723
University of Utah Athletics Department,University,Salt Lake City,UT,Y,1724
University of Utah Athletics Department and University of Utah Alumni Association,"Alumni Association, University",Salt Lake City,UT,Y,1725
University of Vermont,Alumni Association,Burlington,VT,Y,1726
University of Vermont and State Agricultural College,University,Burlington,VT,Y,1728
University of Vermont-Burlington,Foundation,Burlington,VT,Y,1729
University of Washington Alumni Association,Alumni Association,Seattle,WA,Y,1730
University of West Florida,Foundation,Pensacola,FL,Y,1731
University of West Florida Foundation,Foundation,Pensacola,FL,Y,1732
University of West Florida Foundation Inc,Foundation,Pensacola ,FL,Y,1734
"University of West Florida Foundation, Inc.",Foundation,Pensacola,FL,Y,1735
University of West Georgia,Alumni Association,Fayetteville,GA,Y,1736
"University of West Georgia Foundation, Inc.",Foundation,Carrollton,GA,Y,1737
University of Western Ontario,University,London,ON,Y,1738
University of WI - Eau Claire,Foundation,Eau Claire,WI,Y,1739
University of WI - MKE,Alumni Association,Milwaukee,WI,Y,1740
University of Wisc at Stevens Point,Alumni Association,Stevens Point,WI,Y,1741
University of Wisconsin Eau Claire Foundation,Foundation,Eau Claire,WI,Y,1742
University of Wisconsin Foundation,Foundation,Madison,WI,Y,1743
University of Wisconsin Green Bay Alumni Association,Alumni Association,Green Bay,WI,Y,1744
University of Wisconsin La Crosse Alumni Association,Alumni Association,La Crosse,WI,Y,1745
University of Wisconsin Milwaukee Alumni Association,Alumni Association,Milwaukee,WI,Y,1746
University of Wisconsin Milwaukee Alumni Association ,Alumni Association,Milwaukee,WI,Y,1747
University of Wisconsin Oshkosh Alumni Association,Alumni Association,Oshkosh,WI,Y,1748
University of Wisconsin Oshkosh Foundation ,Foundation,Oshkosh,WI,Y,1749
"University of Wisconsin Oshkosh Foundation, Inc.",Foundation,Oshkosh,WI,Y,1750
University of Wisconsin Parkside Alumni Association,Alumni Association,Kenosha,WI,Y,1751
University of Wisconsin Platteville Alumni Association,Alumni Association,Platteville,WI,Y,1752
University of Wisconsin Stevens Point Alumni Association,Alumni Association,Stevens Point,WI,Y,1753
University of Wisconsin Superior Alumni Association,Alumni Association,Superior,WI,Y,1754
University of Wisconsin Whitewater Foundation ,Foundation,Whitewater,WI,Y,1755
University of Wisconsin-Green Bay Alumni Association,Alumni Association,Green Bay,WI,Y,1756
University of Wisconsin-La Crosse Alumni Association,Alumni Association,La Crosse,WI,Y,1757
University of Wisconsin-Milwaukee Alumni Association,Alumni Association,Milwaukee,WI,Y,1758
University of Wisconsin-Parkside Alumni Association,Alumni Association,Kenosha,WI,Y,1759
University of Wisconsin-Platteville Alumni Association,Alumni Association,Platteville,WI,Y,1760
University of Wisconsin-Stevens Point Alumni Association and Foundation,"Alumni Association, Foundation",Stevens Point,WI,Y,1761
University of Wisconsin-Stevens Point Alumni Associationand Foundation,Alumni Association,Stevens Point,WI,Y,1762
University of Wisconsin-Superior Alumni Association,Alumni Association,Superior,WI,Y,1763
University of Wisconsin-Whitewater Foundation ,Foundation,Whitewater,WI,Y,1764
"University of Wisconsin-Whitewater Foundation, Inc.",Foundation,Whitewater,WI,Y,1765
University of Wyoming Alumni Association ,Alumni Association,Laramie ,WY,Y,1768
University System of Maryland Foundation,Foundation,Adelphi,MD,Y,1770
Upper Iowa University,University,Fayette,IA,Y,1771
Ursinus College,University,Collegeville,PA,Y,1772
USF Alumni Association,University,Tampa,FL,Y,1773
USF Alumni Association,Alumni Association,Tampa,FL,Y,1774
Utah State University,University,Ogden,UT,Y,1775
Utah Valley State College,University,Orem,UT,Y,1776
Utica College,University,Utica,NY,Y,1777
Valdosta State University,Alumni Association,Valdosta,GA,Y,1778
Valdosta State University Alumni ,Alumni Association,Valdosta,GA,Y,1779
Valdosta State University Alumni Association,Alumni Association,Valdosta,GA,Y,1780
Valparaiso University,Alumni Association,Valparaiso,IN,Y,1781
Valparaiso University Alumni Association,Alumni Association,Valparaiso,IN,Y,1782
Vassar College,University,Poughkeepsie,NY,Y,1783
Vaughn College of Aeronautics and Technology,University,Flushing,NY,Y,1784
Villanova University,University,Villanova,PA,Y,1785
Virginia Commonwealth University Alumni ,Alumni Association,Richmond,VA,Y,1786
Virginia Commonwealth University Alumni Association,Alumni Association,Richmond,VA,Y,1787
Virginia Commonwealth University Alumni Associationand The Medical College of Virginia Alumni Associationof Virginia Commonwealth University,Alumni Association,Richmond,VA,Y,1788
Virginia Military Institute Alumni Association,Alumni Association,Lexington,VA,Y,1789
"Virginia Military Institute Alumni Association, Inc.",Alumni Association,Lexington,VA,Y,1790
Virginia State University Alumni Association,Alumni Association,St. Stephens Church,VA,Y,1791
Virginia Tech Alumni Association,Alumni Association,Blacksburg,VA,Y,1792
Virginia Tech University,Alumni Association,Blacksburg,VA,Y,1793
VMI Alumni Association,Alumni Association,Lexington,VA,Y,1794
"VMI Alumni Association, Inc.",Alumni Association,Lexington,VA,Y,1795
Wagner College ,University,Staten Island,NY,Y,1796
Wake Forest University,University,Winston-Salem,NC,Y,1797
Wake Forest University,University,Winston Salem,NC,Y,1798
Walla Walla College,University,College Place,WA,Y,1799
Wartburg College,University,Waverly,IA,Y,1800
Washburn University ,University,Topeka,KS,Y,1802
Washington and Lee University,University,Lexington,VA,Y,1803
Washington and Lee University,Other,Lexington,VA,Y,1804
Washington College,University,Chestertown,MD,Y,1805
Washington State University Alumni Association,Alumni Association,Pullman,WA,Y,1806
Washington University,University,St. Louis,MO,Y,1807
